content,score,reviewCreatedVersion,at
"ganti k'pemimpinan y,yg pentingkan dri sendri ga mau tau driver d lapangn gimna ?parah...parah..",1,5.9.1,2025-02-08 14:08:23
Senang menggunakan Gojek,5,5.9.1,2025-02-08 13:50:36
"pelayanan cs sangat buruk, kalo ada kendala driver gabisa ngasih solusi malah obrolannya ditutup👎🏻",2,5.3.1,2025-02-08 13:45:34
Bagus,5,5.9.1,2025-02-08 13:39:02
Teebaik,5,5.9.1,2025-02-08 13:37:09
Menu terjadwal knp nga ada lagi,1,5.9.1,2025-02-08 13:35:01
Banyak diskon,5,5.9.1,2025-02-08 13:23:12
Masa sih daftar nya cuman salah dikit aja lansung tunggu 60 menit dikira bot kah atau gimana tolong dong diperbaiki perusahaan sebesar ini masih aja menggunakan sistem sampah kurang banget aplikasinya,1,5.9.1,2025-02-08 13:11:15
KOCAK BIAYA PENANGANAN SETIAP KELUAR MASUK BEDA BEDA. awalnya 17k jadi 25k. Kocakkk,1,4.99.1,2025-02-08 12:47:37
Ok lah dan mantap 👍,5,4.98.1,2025-02-08 12:46:02
"Senang menggunakan gojek,,terima kasih gojek",5,5.9.1,2025-02-08 12:45:01
Oke,5,5.9.1,2025-02-08 12:29:01
gojek ttp ternyaman,5,5.8.1,2025-02-08 12:26:54
Jasa transportasi yang menyenangkan dan aman,4,5.9.1,2025-02-08 12:22:05
ok,5,4.99.1,2025-02-08 12:18:02
"Oke,teruss tingkatkan pemesanan jangan buat kecewa",5,4.90.1,2025-02-08 12:17:03
"Apk paling ribet, driver sombong2, jarang Terima orderan.",1,4.92.1,2025-02-08 12:16:57
"Payah, driver selalu cancel",1,5.9.1,2025-02-08 12:16:18
"saya sangat senang tidak perlu capek capek cari ojek, tinggal pencet dateng ojek",5,5.9.1,2025-02-08 12:06:05
bagus sekali,5,4.87.3,2025-02-08 12:04:15
👍👍👍👍,5,5.9.1,2025-02-08 12:00:47
Ok,5,5.8.1,2025-02-08 11:57:35
"Mulai agak kecewa dengan Driver² Gojek di kota Semarang (beberapa) yang cara supir²an motoran nya ugal²an, arogan, di ingetin marah, dll 💔👎",1,5.9.1,2025-02-08 11:52:24
kalau mau CO check out lagi pastikan promo diskon terangkut atau tidak,3,5.9.1,2025-02-08 11:34:39
Kesel banget sama bukannya lurus dari pasar pagi lewat Pademangan malah dibawa muter-muter dulu jadi gua ketinggalan,2,5.9.1,2025-02-08 11:30:21
Pemilihan driver sesuai rating,5,5.9.1,2025-02-08 11:19:49
"Sesuai, murah si tapi tidak berkualitas",1,4.51.1,2025-02-08 11:03:13
Gx bsa ke buka,5,5.9.1,2025-02-08 10:48:20
OK siap Terima kasih,5,5.9.1,2025-02-08 10:43:59
Gud,5,5.9.1,2025-02-08 10:40:30
lumayan membantu,4,5.8.1,2025-02-08 10:39:56
"parahhh Gua User old, tapi baru mau pake gopay Terus tadi pagi nyoba gua Topup 750, pas nyoba mau di tf lagi ke bank lain malah gak bisa gagal terus,,! kenapa lu, kebanyakan modus, kecewa CS gak guna juga, itu Uang mau gua pake, gak lucu ..! awas aja kalau sampe ilang apalagi kalau gak bisa di tarik, soal nya yadi juga langsung keluar akun, Balikin, Kecewa parah",1,4.93.1,2025-02-08 10:29:37
"Memudahkn k mnapun,oke bgt",5,5.8.1,2025-02-08 10:24:29
TOP PELAYANAN,5,5.9.1,2025-02-08 10:21:21
Selalu ada di saat di butuhkan,5,5.8.1,2025-02-08 10:19:06
Alhamdulillah sangat terbantu sekali pakai aplikasi ini,5,5.9.1,2025-02-08 10:15:40
ok Bos,5,5.7.2,2025-02-08 10:11:37
cukup baik dan membantu,5,5.9.1,2025-02-08 09:59:17
Bagus lebih di baguskan lagi pelayanan nya,5,5.9.1,2025-02-08 09:58:33
Good,5,5.8.1,2025-02-08 09:56:53
Mantab selalu pakai gojek,5,5.9.1,2025-02-08 09:34:20
nice,5,5.9.1,2025-02-08 09:29:59
"driver gojek tdk pernah menolak, beda dgn aplikasi lain. tks",4,5.9.1,2025-02-08 09:27:36
"Lama baget bagsat, sudah februari masih blm bisa pakai, gila"" kalian ini",1,4.58.1,2025-02-08 09:21:17
sekarang belanja jd lebih praktis dan mudah,5,5.9.1,2025-02-08 09:16:43
"Saya termasuk pelanggan setia gojek, tim gojek bisa cek seberapa sering saya melakukan transaksi di aplikasi gojek. tetapi begitu mendapat kendala saya sangat kecewa. chat ke CS respon sangat lama, dan saya tidak mendapatkan solusi sampai saat ini. Sayang sekali padahal saya pengguna gojek sudah lama dan akhirnya saya harus mencari aplikasi lain.",1,5.9.1,2025-02-08 09:15:25
Banyak promo 😁,5,5.3.1,2025-02-08 09:11:44
mantap skrg harganya lebih murah walaupun pake yg comfort,5,5.8.1,2025-02-08 09:04:27
"Suka sekali... Banyak promo nya... dapat diskon potongan harga, perut kenyang dompet pun aman :)",5,5.9.1,2025-02-08 08:23:13
Alhamdulillah cepat sampai tujuan,5,5.9.1,2025-02-08 08:22:43
Bagus,5,5.7.2,2025-02-08 08:15:24
Klo hujan suka naikan harga se enaknya,3,5.9.1,2025-02-08 08:03:56
"semoga drivernya makin banyak yang asik ,yang bisa diajak ngobrol",5,5.9.1,2025-02-08 08:00:37
Bersahabat,5,5.9.1,2025-02-08 07:47:28
Gimana sih gojek. No masih aktif tpi lupa pin karna hp lama hilang gk bisa masuk bantu.an gk ada yg jelas dari aplikasi nya,1,5.9.1,2025-02-08 07:46:15
Tidak bisa cancel pesanan karena sesuatu yang tidak sengaja,1,5.9.1,2025-02-08 07:45:59
Ok,5,5.9.1,2025-02-08 07:35:51
Nuhun ya mamang,4,5.9.1,2025-02-08 07:25:56
Masa ada chat masuk ancaman hidup saya Akan saya teruskan ke OJK,1,5.9.1,2025-02-08 07:18:24
Fresh...baru dan seger,5,5.9.1,2025-02-08 07:15:51
Untuk pesan pesan makan mantap banget sih,5,5.9.1,2025-02-08 07:14:05
Sangat membantu sekali dan mempermudah dalam mencari transportasi jarak dekat..,5,5.8.1,2025-02-08 07:11:56
Sangat membantu sekali setiap bepergian cepat dan simpel,5,5.9.1,2025-02-08 07:08:19
"ongkirnya sangat mengerikan beda nya jauh sama ijo sebelah, bye bye",1,5.9.1,2025-02-08 07:03:41
oke,5,5.9.1,2025-02-08 06:56:17
Sangat bagus,5,5.8.1,2025-02-08 06:56:13
driver pendiam.ga banyak omong,3,4.94.2,2025-02-08 06:55:39
Sangat puas,5,5.9.1,2025-02-08 06:54:11
Bagus,5,5.9.1,2025-02-08 06:52:56
sangat baik,4,5.9.1,2025-02-08 06:51:52
"App busuk, mau login di device baru aja kena blacklist....SAMPAH, MENDING PAKE YG LAIN",1,5.9.1,2025-02-08 06:47:21
Joss mantul,5,5.2.1,2025-02-08 06:37:15
Good,5,5.9.1,2025-02-08 06:35:49
＼(^^)／,5,5.9.1,2025-02-08 06:31:40
"Sopir Bau, mobil kotor, driver suka cansel orderan terus. Aplikasi TIDAK BISA DI ANDALKAN",1,5.8.1,2025-02-08 06:17:46
Suruh masukin pin yg aku gatau berapa pinnya..saldonya melayang,1,5.9.1,2025-02-08 06:05:37
Keren,5,5.9.1,2025-02-08 05:56:31
Puas,5,5.9.1,2025-02-08 05:55:50
Perbanyak lagi promo nya ya kka dadim makarim,5,5.9.1,2025-02-08 05:53:43
OK,5,5.9.1,2025-02-08 05:41:47
Mudah dan praktis,5,5.9.1,2025-02-08 05:41:41
I Like it.,5,5.9.1,2025-02-08 05:38:18
"Saya ini member lama tapi belakangan memang kurang aktif,ketika saya mau login kenapa jadi seperti member baru pake daftar lagi,minta no verifikasi tapi gak di kirim kirim via WhatsApp !",1,5.9.1,2025-02-08 05:36:08
driver nya baik dan ramah,5,5.9.1,2025-02-08 05:24:53
"Ojol pling ga jelass!!! Driver tiba tiba titiknya terlalu jauh, trus drivernya sering batalin pesanan, bikin customer capeee nunggunya!!!",1,4.92.1,2025-02-08 05:08:27
Alhamdulillah aman,5,5.9.1,2025-02-08 05:06:33
Gopay ku kenapa tidak bisa,1,5.9.1,2025-02-08 04:56:27
Bagus,5,5.9.1,2025-02-08 04:56:18
Bagus,5,5.4.1,2025-02-08 04:55:09
Mantap,5,5.2.1,2025-02-08 04:53:14
Sangat membantu sekaliii,5,5.9.1,2025-02-08 04:44:33
Ok gass,5,5.9.1,2025-02-08 04:40:20
ok guys mntp,5,5.9.1,2025-02-08 04:19:27
Mantab,5,5.9.1,2025-02-08 04:16:59
Memudahkan dalam segala urusan tranportasi & transaksi 🙏,5,4.34.1,2025-02-08 04:15:26
Sangat memuaskan,5,5.9.1,2025-02-08 04:14:15
Baik sangat membantu sekali,5,5.9.1,2025-02-08 04:13:03
saya suka banyak membantu,5,5.9.1,2025-02-08 04:08:57
Okee,5,5.9.1,2025-02-08 03:57:49
Sangat membantu,5,5.8.1,2025-02-08 03:54:34
Gak ada promonya,1,5.9.1,2025-02-08 03:47:12
Penjemputan tepat waktu,5,5.6.1,2025-02-08 03:32:44
"Keselll Saya bayar terus gojek playlater nya,knp akun gopay playlater saya diblokir tgl 31 Januari 2025, padahal tgl 1 Febuari 2025 saya byrin,klo sampai tgl 28 Febuari akun gopay playlater sy masih diblokir, sisa angsuran 6 jutaan saya TIDAK BAYAR",1,5.9.1,2025-02-08 03:31:06
Sejak awal 2017 sampai sekarang tetap setia dgn gojek. Ada banyak kemudahan dan promo hemat,5,5.9.1,2025-02-08 03:29:33
Makin kesini makin ga recomended,1,5.9.1,2025-02-08 03:25:36
ok,5,5.8.1,2025-02-08 03:23:52
bagus pelayanannya,5,5.9.1,2025-02-08 03:21:18
Biasa aja,4,5.9.1,2025-02-08 03:12:19
"Saya mau nanya kok saldo saya ilang yaa,saya cek riwayat tidak ada sebelumnya saldo saya ada 30an waktu saya cek mau beli gofod ko langsung ilang?",1,5.8.1,2025-02-08 03:09:06
Terbaik..,5,5.6.1,2025-02-08 03:06:01
ok,5,5.9.1,2025-02-08 03:05:34
sangat membantu,5,5.9.1,2025-02-08 03:02:16
"Pesan di go food belum 1 detik g bisa di cancel padahl salah pilih menu, kapok g bakal lgi go food mending ke oren, chat Cs berkali2 jg g nyelesain masalh ada no telfon cs jg g bisa di hubungi jadi berasa kya di tipu",1,5.9.1,2025-02-08 02:51:08
smoga amanah,5,5.9.1,2025-02-08 02:44:42
Good..,5,5.9.1,2025-02-08 02:25:10
Sangat membantu,5,5.4.1,2025-02-08 02:20:44
Terus kemvangkan,3,5.8.1,2025-02-08 02:18:42
Mantap,5,5.8.1,2025-02-08 02:10:46
Bagus,5,5.6.1,2025-02-08 02:09:06
Sangat membantu,4,5.8.1,2025-02-08 02:04:21
Bagus,5,5.9.1,2025-02-08 01:55:24
sangat membantu,5,5.9.1,2025-02-08 01:45:25
Selalu pakai gojek..very good,5,5.9.1,2025-02-08 01:34:53
Good,5,5.8.1,2025-02-08 01:32:41
terima kasih ngojek banyak membantu orang..,5,5.9.1,2025-02-08 01:30:31
Mantap & tambahin diskonnya biar makin mantap,5,5.9.1,2025-02-08 01:26:16
Aplikasi Cacat....,1,5.9.1,2025-02-08 01:25:34
Gaspool,5,5.9.1,2025-02-08 01:14:45
Oke,5,4.90.2,2025-02-08 01:11:10
baik,5,5.9.1,2025-02-08 01:09:02
Mantap gojek,5,5.9.1,2025-02-08 00:56:25
Mudah,5,5.9.1,2025-02-08 00:52:51
Terimakasih gojek. Selalu siap membantu 🫰🫰,5,5.9.1,2025-02-08 00:51:32
"gojek sekarang mtrnya kadang ga sesuai dengan yg dia pake dan yg dia daftar di aplikasi l, kadang ada mtr yg maaf kurang layak buat dipake tapi tetap dipake buat narik, bukannya saat pendaftaran ada minimal tahun kendaraan ya",1,5.9.1,2025-02-08 00:31:19
"Tingkatin terus aplikasi dan banyakin promonya yaa, overall udah best tapi semoga bisa terus dsn makin bagus kualitasnya yaa",5,5.9.1,2025-02-08 00:22:47
Tolong untuk pihak gojek diperhatikan kmbali driver nya karena saya sering ketemu driver yg gatau gmaps! Driver yg komplen kalo jalan becek pdhl saya juga gatau kalau jalan tersebut becek atau sedikit banjir. Selama di jkt drivernya pada bagus setelah di tangerang pada gitu mksh.,2,5.0.1,2025-02-08 00:20:18
mantappp,5,5.6.1,2025-02-08 00:17:38
Cepat responya.. terimakasih gojek,4,5.8.1,2025-02-07 23:52:31
di perbaiki kembali kalau jam pagi apalagi kalau hujan susah order terimakasih,5,5.9.1,2025-02-07 23:44:59
Saya pesan gojek 2x di batalkan driver tanpa alasan. driver ke 3 br mau antar. Krn waktunya melewati batas max mk dijanjikan dpt voucher 10 rb Tp smp skrg sdh 2 jam voucher tdk masuk2 Knp uang 10 rb ajak gojek ingkar janji ??,1,5.9.1,2025-02-07 23:10:39
Aman,5,5.9.1,2025-02-07 23:10:00
"Murah, drivernya ramah dan sesuai SOP. Tolong di tingkatkan Perhatian kepada para Driver karna mereka pejuang nafkah untuk keluarga 🙏🙏🙏🙏🙏",5,5.9.1,2025-02-07 22:55:46
Driver sekarang manja2. Pilih2 penumpang. Ongkos jauh lebih mahal,1,4.46.1,2025-02-07 22:45:32
jos,5,5.9.1,2025-02-07 22:08:04
Sangat membantu,5,5.0.1,2025-02-07 21:54:41
"Ini merupakan contoh perusahaan yang paling banyak mengambil keuntungan dari konsumen, merchant dan drivernya. Konsumen yang pesan food tanpa promo tetap diberikan layanan dengan waktu tunggu yang lama, karena drivernya dibayar murah. Order apapun selalu diberikan kepada driver yang jauh posisinya.",1,4.93.1,2025-02-07 21:44:46
"Saya udah bayar semua tagihan dlm satu bulan, saya bayar dengan uang terakhir saya malah ketika meminjam lagi kok ditolak, berharap bisa tarik dana lagi malah boncos Mana itu duit modal",1,5.8.1,2025-02-07 21:38:44
mantap..tepat..cepat,5,5.8.1,2025-02-07 21:33:20
Oke,5,5.7.2,2025-02-07 19:45:29
"Sangat bagus dan membantu, sangat memuaskan, mohon 🙏 di bantu gojek diperbanyak dan diperbesar lagi promo-promonya, terutama promo gofood, gocar, serta Voucher Gofood dan gocarnya dan diadakan lagi serta perbanyak dan perbesar cashback Gope coinnya untuk pemesanan Gofood,gocar,dan gojeknya, khususnya untuk pelanggan lama dan yg mengunakan pembayaran Gope diarea Palembang, terimakasih 🙏 atas perhatiannya, tetap semangat, sukses selalu untuk Gojek, khususnya untuk Gojek Indonesia.Aamiiin💖",5,5.8.1,2025-02-07 19:28:26
Mantaab,5,5.8.1,2025-02-07 19:05:22
Oke lah,5,5.9.1,2025-02-07 18:53:26
Bagus,5,5.9.1,2025-02-07 18:42:42
sangat memudahkan dalam segala halll ❤️,5,5.9.1,2025-02-07 18:07:25
Fitur jadwalkan goride kok skrng gak ada yaa ??,4,5.9.1,2025-02-07 17:53:46
sangat membantu saya terima kasih gojek,5,5.8.1,2025-02-07 17:26:46
cepat dan sigap,5,5.8.1,2025-02-07 17:20:59
Mantaps,5,5.9.1,2025-02-07 16:51:56
"1. Meningkatkan standar layanan pengemudi, menyapa dan membantu penumpang menaikkan barang 2. Kebersiahan kedaraan wajib diperhatikan 3. Pastikan pengemudi tidak membawa keluarga atau teman 4. Kesesuaian data dan keaslian kendaraan",4,5.0.1,2025-02-07 16:26:25
Mantuuuullllll ....,5,5.7.2,2025-02-07 16:08:17
Oke. Sering² kasih diskon ya,4,5.8.1,2025-02-07 16:00:32
Top,5,5.9.1,2025-02-07 15:53:17
Nice,5,5.9.1,2025-02-07 15:49:13
Ok banget aplikasinya,5,5.8.1,2025-02-07 15:35:58
Coba dulu,5,5.9.1,2025-02-07 15:35:46
"Sangat membantu, pokoknya top👍🏽",5,5.7.2,2025-02-07 15:31:11
"Sekarang gojek tidak seperti dulu,tidak hujan tidak macet driver byak yg mangkal tapi orderan sering tidak dapat driver ,kalau pun dapat lamaa banget..pernah order nunggu lama sampai hampir satu jam akhirnya tidak dapat driver dan saya pergi sendiri ke restonya seanjang jalan yang saya lewati driver mangkal banyk kok tadi pesanan saya dapat driver anehh..dan yg saya kasihan resto nya sudah memproses pesanan saya walau katanya tadi ada peringatan jangan siapkan pesanan. Mohon di perbaiki",4,5.9.1,2025-02-07 15:22:19
mantap lah,5,5.6.1,2025-02-07 15:14:19
sangat membantu ...,5,5.9.1,2025-02-07 15:10:34
Ok,5,5.9.1,2025-02-07 15:09:59
Selalu dapat layanan sangat baik,5,5.9.1,2025-02-07 15:05:28
mantaaappp,5,5.9.1,2025-02-07 14:50:52
"Gofood sekarang superrrrr lamaaaaa,batal 3x gak dapet driver ,gak masuk akal sejam baru dapet driver",1,5.9.1,2025-02-07 14:38:26
sangat sopan,5,5.7.2,2025-02-07 14:35:31
Penngemudi ramah,5,5.8.1,2025-02-07 14:24:21
Ok,4,5.8.1,2025-02-07 14:10:54
"Pertama kali download aplikasi ini, lngsung tertarik.",5,5.8.1,2025-02-07 14:08:15
"Judulnya layanan bantuan tapi gk ngebantu sama sekali, kita ada keluhan susah dapat driver tapi gk ada respon dari cs malah ditutup terus chatnya tolong diperbaiki sistemnya",1,5.9.1,2025-02-07 14:07:20
Alhamdulillah sangat terbantu,5,5.9.1,2025-02-07 13:54:40
sangat membantu,5,5.10.1,2025-02-07 13:43:28
"Kapan saja, dimana saja, selama ada jaringan internet, gojek bisa diandalkan",5,5.5.1,2025-02-07 13:42:25
Ok sangat membantu,5,5.9.1,2025-02-07 13:42:12
Okeee pelayanannya,5,5.8.1,2025-02-07 13:06:08
"Berbagi pengalaman drivernya layanan buruk,istri saya pesan GO-SEND mobil pakai yang super mahal antar nasi kotak 50 pcs,tujuan bandara driver tidak telp penerimanya dan tidak pula telp pengirim,setelah beberapa jam baru penerima telp paket nya mana,ditelp lagi driver susah tunggu marah marah baru dia kasih foto masa di tinggal di halte nya gojek di bandara?jika di hambur kucing atau di ambil orang gimana? Sungguh pelayanan buruk sombong kali jika tidak mau repot gitu cari aja kerja lain saja.",1,5.7.2,2025-02-07 13:04:01
Ntap,5,4.92.1,2025-02-07 12:54:12
Murah,5,5.8.1,2025-02-07 12:49:09
Mantap,5,5.9.1,2025-02-07 12:48:42
"Sangat membantu sekali, banyak promo dan fiturnya",5,5.9.1,2025-02-07 12:48:39
Baik,4,5.9.1,2025-02-07 12:47:17
"Hati2 teman2.. Permainan sistem gojek.. Status makan di draft tidak bisa dihapus.. Tiba2 otomatis pembayaran dan status gofood jadi dalam proses.. Padahal gak tekan apa2. . Operator juga tidak koperatif.. Jangan sembarangan tautkan pembayaran otomatis.. di ubah agar ganti alamat juga tidak bsa.. dan herannya, alamat histori pembelian bisa diubah. Chat ke operator hnaya diberikan pilihan pertanyaan. Tolong hati2 ya... Sangat merugikan customer, apalagi yg pembayarannya pakai debit",1,5.9.1,2025-02-07 12:46:32
Top top terbaik !,5,5.9.1,2025-02-07 12:33:27
"Membantu memudahkan dalam mencari sarana transportasi, membeli makanan atau kebutuhan sehari-hari dengan mudah.",5,5.9.1,2025-02-07 12:16:41
Mantap,5,5.6.1,2025-02-07 12:09:43
Aplikasi yang sangat membantu buat keperluan sehari-hari,5,5.9.1,2025-02-07 11:58:50
Sangat membantu dan memudahkan dalam hal trnsportasi,5,5.8.1,2025-02-07 11:52:15
mantap deh pokoknya,5,3.55.2,2025-02-07 11:49:13
Mantab,5,5.4.1,2025-02-07 11:41:05
Drivernya baik2...,5,4.89.1,2025-02-07 11:36:20
Keren,5,5.8.1,2025-02-07 11:30:03
mantap,4,5.7.2,2025-02-07 11:29:13
Keren,5,5.9.1,2025-02-07 11:26:56
Membantu,5,5.8.1,2025-02-07 11:24:08
Bagus sih apk nya..,2,5.9.1,2025-02-07 11:04:31
baikk,4,5.9.1,2025-02-07 10:54:50
"Alhamdulillah udh hilang iklan2 yg berlebihan nya,, terimakasih",4,4.54.2,2025-02-07 10:47:21
"kasihan orang2 yg krja di sini. udah kerja cape2 dicampur aduk ama uang haram. orang bayar mahal layanan instant. orderan serasa sameday, dicampur lebih dari satu orderan. customer bayar 50ribuan, kadang driver nerimanya 5ribu aja ga sampe. penipuan bukan si? mang ga kasian sama pegawai yg ga tau apa2 dah cape2 malah ikutan makan duit haram. dikasih ke keluarga lagi. dimakan anaknya. orang tuanya.",1,4.19.3,2025-02-07 10:43:13
membantu,5,5.9.1,2025-02-07 10:37:47
Alhamdulillah sangat membantu perjalanan saya dan mudah didapat..,5,5.9.1,2025-02-07 10:37:42
Cepat dan tepat,5,5.9.1,2025-02-07 10:34:54
Pelayanan ramah dan cepat,5,5.6.1,2025-02-07 10:33:01
mantap,5,5.9.1,2025-02-07 10:15:00
driver baik dan sopan...menawarkan helm dgn sopan..laju kendaraan tidak ngebut...,5,5.9.1,2025-02-07 09:32:40
Mantap banyak bonus/ diskon nya,5,5.9.1,2025-02-07 08:48:39
Alhamdulilaah makasih,4,5.9.1,2025-02-07 08:32:35
nice,5,5.9.1,2025-02-07 08:30:43
Bagus,5,5.9.1,2025-02-07 08:25:49
iyeee,5,5.8.1,2025-02-07 08:09:40
"Mohon maaf, tadi saya mesen gojek, udah nyampe terus udah sampe tujuan. Kenapa gojek nya tiba2 mesen sendiri lagi?? Padahal hape udah saya matiin loh, ini gojek gimna?? Gara2 tu saya dikata2in",2,5.8.1,2025-02-07 08:02:03
Sangat membantu ktka sedang mager,5,5.9.1,2025-02-07 07:54:44
Go transit sering tidak muncul qr tiket,2,5.9.1,2025-02-07 07:54:43
"Sedikit kecewa masak bayar tepat waktu pengajuan di tolak trs,",3,5.5.1,2025-02-07 07:40:33
Alhamdulillah drivernya komunikatif dan open Banyak ngajak ngobrol,5,5.9.1,2025-02-07 07:37:09
Cepat dan tepat makasih banyak,5,4.49.2,2025-02-07 07:26:33
👍,5,5.9.1,2025-02-07 07:25:41
bagus cepat dan aman,5,5.9.1,2025-02-07 07:02:12
Sangat membantu 💪,5,5.9.1,2025-02-07 07:01:39
praktis,5,5.9.1,2025-02-07 07:00:05
Terimakasih sudah mempermudah perjalanan saya,5,5.8.1,2025-02-07 06:58:09
Good,5,5.9.1,2025-02-07 06:57:10
Setiap ketemu driver dari gojek Alhamdulillah ramah ramah,4,5.9.1,2025-02-07 06:55:45
Banyak promonya,5,5.9.1,2025-02-07 06:54:23
Sangat menolong,5,5.9.1,2025-02-07 06:53:07
Tingkatkan trus pelayanan gojek,5,5.9.1,2025-02-07 06:51:18
🥰🫶🏻,5,5.9.1,2025-02-07 06:50:52
Bagus semuanya,5,5.7.2,2025-02-07 06:48:13
"Biasanya ada share perjalanan kalau lagi naik ojek, updatean terbaru malah ngga ada menunya, bolak balik cari menu share ngga ada malah mabok pusing mau muntah, dijalanan sambil nyari tombol berbagi perjalanan yg lagi naik ojek. Malah makin jelek aplikasinya bikin kesal",1,5.9.1,2025-02-07 06:45:07
cepat murah dan aman,5,5.8.1,2025-02-07 06:39:17
👍🏻👍🏻👍🏻👍🏻👍🏻,5,5.8.1,2025-02-07 06:36:23
Saya kecewa tolong kasih sanksi bagi driver yg di hubungi susah menjauhi lokasi saat sudah dekat menghidupkan notif padahal ga mau ambil penumpang dengan alasan makan,2,5.7.2,2025-02-07 06:26:10
Ongkir nya mahal bgt,3,4.98.1,2025-02-07 06:20:27
Sering² ada diskon ya..,5,5.8.1,2025-02-07 06:09:17
Dalam pemesanan gofood tidak bisa dibatalkan dimana terkadang lagi cari menu terpencet,1,5.6.1,2025-02-07 06:07:54
"Apk payah saya nunggu hampir 2 jam ngak ada yang menerima, sekali sudah di terima malah ngak mau driver nya, malah katanya cari yang lain aja mas katanya gitu",1,5.8.1,2025-02-07 06:04:41
membantu sekali walau mahal,5,5.9.1,2025-02-07 05:57:55
"banyak promonya, sejauh ini pakai gojek aman-aman aja dan driver baik-baik.",5,5.9.1,2025-02-07 05:52:29
Mantap,5,5.9.1,2025-02-07 05:51:30
biaya penanganan dan pengiriman cukup mahal.. sekali pun ada diskonnya,2,5.9.1,2025-02-07 05:47:45
Pelayanan yang sungguh mengecewakan....,1,5.6.1,2025-02-07 05:47:29
Mantap,5,5.5.1,2025-02-07 05:44:41
"Belanja mulu disini tapi go pay later ga bisa go pay pinjaman ga bisa pret siap"" W hapus",1,5.8.1,2025-02-07 05:44:03
"sangat membantu dan akurat, cuman sayangnya suka ada driver yang pilih pilih jarak, kalau yang dekat mereka suka minta cancle, karena perhitungan ongkos, padahal pelanggan juga ngerti dan suka ngasih tambahan ongkos karena merasa terbantu",5,5.8.1,2025-02-07 05:41:15
Diambilkan Driver yang jauh2 dari titik jemput...,1,5.8.1,2025-02-07 05:41:08
kadang titik suka terlempar,4,5.6.1,2025-02-07 05:29:32
Ok,5,5.7.2,2025-02-07 05:28:37
suka banget,5,5.9.1,2025-02-07 05:06:21
Aplikasi yg sangat membantu,5,5.9.1,2025-02-07 05:04:37
Saya kena orderan fiktif saya harus hubungi siapa,4,5.8.1,2025-02-07 04:59:43
ok,5,5.9.1,2025-02-07 04:50:12
Senang,5,5.9.1,2025-02-07 04:46:59
titiknya g sesuai sama alamatny gmn nih gojek 🙄🙄,1,5.9.1,2025-02-07 04:40:32
Anjay gegara s drever aceng pesen gopud.makanan gw d gantung kaga jelas.dgn alasan pengantaran di atas 3 km d bayar 5rebu.,1,5.9.1,2025-02-07 04:34:19
"awal saya menggunakan aplikasi ini,saya dapat menanggapi bahawasannya ini udah cukup bagus,dari segi keramahan pengemudi,hingga kelengkapannya.",5,5.9.1,2025-02-07 04:19:44
Akun ke bloked tolong bukalah susah isi saldo,1,5.9.1,2025-02-07 04:19:43
Mantap sangat membantu,5,5.9.1,2025-02-07 04:13:45
Okey,5,5.9.1,2025-02-07 04:09:40
Keren,5,5.9.1,2025-02-07 04:04:06
Ok,5,5.6.1,2025-02-07 03:12:39
Nyaman,5,5.8.1,2025-02-07 03:12:18
Membantu sekali,5,5.7.2,2025-02-07 03:08:53
Cukup membantu,5,5.9.1,2025-02-07 02:52:41
Gokilll diskonnya keren parahh,5,5.9.1,2025-02-07 02:50:01
Bagus,5,5.9.1,2025-02-07 02:40:36
Gojek TOP MARKOTOP...,5,5.9.1,2025-02-07 02:28:55
Bagus,5,5.9.1,2025-02-07 02:13:48
aplikasi terbaik lebih di tingkatkan terus min sukses selalu amin 👍😁,5,4.51.1,2025-02-07 02:12:27
"aman, nyaman & cepat",5,5.9.1,2025-02-07 02:09:11
Top,5,5.8.1,2025-02-07 02:07:56
ok,5,5.6.1,2025-02-07 02:02:09
Klik masuk tapi malah yg kebuka halaman daftar. Udah masukin email beberapa kali tulisannya email sudah terdaftar. Ya makanya klik masuk juga karna udah terdaftar Gaje. Niat nge gofood krna laper malah disuru coba masuk lagi stelah 60 menit huffff,1,4.44.1,2025-02-07 01:58:07
ok,5,5.9.1,2025-02-07 01:42:24
"Kasihan dengan driver nya, di siksa dengan tarif minim & potongan yg sangat besar",5,5.9.1,2025-02-07 01:41:11
Memudahkan,5,5.9.1,2025-02-07 01:24:44
"Udah bagus, klo bisa banyakin promo agar murah:)",4,5.9.1,2025-02-07 01:16:35
senang pakai aplikasi ini,5,5.8.1,2025-02-07 01:09:39
Sanggat membantu mengantar ke lokasi tujuan aman nyaman dan selamat,5,4.98.1,2025-02-07 01:01:39
Ga berfaedah dan gak bermutu,1,5.7.2,2025-02-07 00:57:37
Akh saya mau pesen go food g ada driver.y .gymn tau deh .,5,5.9.1,2025-02-07 00:29:57
Sanagat baik,5,5.8.1,2025-02-07 00:25:48
Ok mantep,4,5.6.1,2025-02-07 00:16:48
driver nya 👍,5,5.7.2,2025-02-07 00:11:52
selalu memakai gojek..layanannya ok,5,5.8.1,2025-02-06 23:53:20
Tolol makin mahal aplikasi nya mending un instal padahal cuman beberapa meter ongkir 15rb ttp ke drever nya cumn 8rb memeras banget ini gojek,1,4.80.4,2025-02-06 23:48:01
"Sangat membantu sekali, penggunanya cepat mudah dan tarifnya atau ongkirnya sangat murah banyak promonya",5,5.9.1,2025-02-06 23:40:15
